name,3_grams_1,3_grams_2,3_grams_3
willi,Adjust stop draw,stop draw,draw
HaNaK0,Wrote game instead,game instead of,instead of engine
Ri Xin Yang,Automatically backed up,backed up by,up by Learn
skennicutt,updated blog headings,blog headings,headings
deerlord,updates,,
Raphael Uziel,initial uploads,uploads,
yujin_sakuma,Up,,
Zachary Jacobs,Automatically backed up,backed up by,up by Learn
allinoneapps,Cron Update 1/1/20,Update 1/1/20 12:55:25,1/1/20 12:55:25 AM
charlie brannan,codemaid. nice.,nice.,
Roberto Abdelkader Martínez Pérez,Entity base class,base class thread,class thread and
xuestrange,Update _config.yml,_config.yml,
Vina,Graphql update,update,
Vina,Submit feedback,feedback,
Vina Melody,Merge pull request,pull request #8,request #8 from
jaredbucko,added promise to,promise to createPDF,to createPDF function
C5Hackr,Update index.md,index.md,
Seyhan Halil,First 2020 commit,"2020 commit lul

[WIP]","commit lul

[WIP] Worked"
awy2020,Add files via,files via upload,via upload
Chenna Kautilya,added ol numbering,ol numbering in,numbering in telugu
Raphael Garcia Moreira,Gitignore,,
Harry R. Schwartz,Add vegetable broth,vegetable broth photo,broth photo
Birgerev,Added Packages,Packages,
Birgerev,reverted some packages,some packages,packages
Birgerev,Threading on chunk,on chunk generation,chunk generation
Birgerev,Cached block position,block position and,position and Asynced
Birgerev,threaded world saving,world saving,saving
Birgerev,Threaded Entity saving,Entity saving,saving
Birgerev,Asynced AutosaveAllBlocks,AutosaveAllBlocks,
Birger Evansson,Merge pull request,pull request #243,request #243 from
Julian,Automatically backed up,backed up by,up by Learn
TrainwreckOfThought,Create CNAME,CNAME,
Enigmatrix,basic,,
Christopher Lakey,Merge pull request,pull request #190,request #190 from
BIM-Nest,Update DataAnalysis.cs,DataAnalysis.cs,
Per Bergland,Add useTracker (react-meteor-data,useTracker (react-meteor-data 2.0.0,(react-meteor-data 2.0.0 or
AlCalzone,[iobroker] add getObjectList[Async],add getObjectList[Async] to,getObjectList[Async] to the
Kevin Brown,Added some field,some field config,field config options.
Rudi Chen,updates typings to,typings to update,to update 9
Honza Kalfus,Improved type definitions,type definitions for,definitions for react-widgets
Peter Matta,Update react-native-zeroconf types,react-native-zeroconf types to,types to v0.11
Grimmer,Add typePojoToMixed to,typePojoToMixed to mongoose,to mongoose SchemaOptions
pheromonez,[google__maps][@google/maps] Only allow,Only allow calling,allow calling `asPromise()`
Matteo Frana,checkedChildren and unCheckedChildren,and unCheckedChildren are,unCheckedChildren are optional
Thomas Sondergaard,argparse: ArgumentOptions.metavar can,ArgumentOptions.metavar can be,can be an
direwolf-github,Direwolf commit,commit,
Harsh Patel,Updates,,
hrsh38,Merge pull request,pull request #2,request #2 from
alexander diaz,Automatically backed up,backed up by,up by Learn
direwolf-github,Direwolf commit,commit,
direwolf-github,Direwolf commit,commit,
direwolf-github,Direwolf commit,commit,
direwolf-github,Direwolf commit,commit,
Mulang Su,tried to fixed,to fixed a,fixed a draw
Mulang Su,tried out the,out the custom,the custom view
Bruno S Bertolani,"Add Checkin Module
Update","Checkin Module
Update routes,","Module
Update routes, models"
Bruno S Bertolani,"Add Checkin Module
Update","Checkin Module
Update routes,","Module
Update routes, models"
bbertolani,Merge pull request,pull request #9,request #9 from
John Schumacher,photo2,,
aimingqi,Cleaning House,House,
eschul07,Update README.md,README.md,
geos4s,Add sgroup07/metar_eddp.csv,sgroup07/metar_eddp.csv,
Dave Thomas,Finalized testing and,testing and committed,and committed import_experts
Lili-Mae Edwards,Automatically backed up,backed up by,up by Learn
5john,2020/01/01 00:55:30 ,00:55:30  ,  
Lili-Mae Edwards,Automatically backed up,backed up by,up by Learn
Kein,ugh agin,agin,
Antonio Mata,:recycle: add engines,add engines required,engines required in
amoore2600,Add files via,files via upload,via upload
Kent Roth,Clean up,up,
direwolf-github,add readme.txt,readme.txt,
Stepan Koltsov,Mute deprecation warnings,deprecation warnings in,warnings in the
direwolf-github,add readme.txt,readme.txt,
direwolf-github,add readme.txt,readme.txt,
direwolf-github,add readme.txt,readme.txt,
Natalie Tapias,Letters Collection takes,Collection takes in,takes in an
direwolf-github,add readme.txt,readme.txt,
gsandhu916,pic change props,change props,props
Cory Henderson,axios request for,request for rooms,for rooms
swordarrow2,",",,
offwind1,后台接口,,
Arct,Update MainMenu.cs,MainMenu.cs,
Sen,#844 Leetcode Problem,Leetcode Problem solved,Problem solved
Charlie J,GitBook: [master] 2,[master] 2 pages,2 pages modified
Delfio,Correções nos index,nos index e,index e novas
XiaoheiWorld,Update auth.txt,auth.txt,
qikaigao,Data Binding,Binding,
qikaigao,Basic Service,Service,
Jessica Triana,Automatically backed up,backed up by,up by Learn
limin0801,Upload by PicGo,by PicGo,PicGo
Lucas,:zap: Transformed the,Transformed the logger,the logger object
Lucas,:white_check_mark: Updated tests,Updated tests for,tests for the
neonexe,Update and rename,and rename auto,rename auto data
derykmakgill,Update head.html,head.html,
Alex Browne,Switch to Go,to Go Modules,Go Modules for
Madeleine Malmsten,Work in progress,in progress,progress
geos4s,Add sgroup07/metar_eddt.csv,sgroup07/metar_eddt.csv,
Shanmuganathan,up,,
Alessandro,Fix wrong arguments,wrong arguments,arguments
kimseonghyeon96,기초정보입력 다중 alert,다중 alert 수정,alert 수정
Saleem Abdulrasool,windows: correct artifact,correct artifact locations,artifact locations
imcoddy,Update GitBook By,GitBook By TravisCI,By TravisCI With
Joshua Studt,Existing tests now,"tests now passing,","now passing, ProxyFactory"
confusdcodr,Add kms encryption,kms encryption,encryption
confusdcodr,Bumps version to,version to 2.2.0,to 2.2.0
Gregory O,Merge pull request,pull request #29,request #29 from
DuckieTV BuildBot,Android deployment.,deployment.,
CarlLazarus,"Add branch text

Test","branch text

Test branching","text

Test branching using"
OPSTestProduction,e2e: pr error,pr error test01/01/2020,error test01/01/2020 12:55
dev-yakuza,update day 10,day 10,10
Zachary Jacobs,Automatically backed up,backed up by,up by Learn
Jeff Kowalski,Add rubocop.yml and,rubocop.yml and address,and address rubocop
87591,log,,
jinghuijuan,log,,
skullbe,0.10,,
Eddie,minimum cost connect,cost connect sticks,connect sticks
Eddie,prime palindromes,palindromes,
87591,log,,
jinghuijuan4,log,,
Jinhang's workout chart,Update README.md,README.md,
Gary Ritchie,cleanup static HTML,static HTML for,"HTML for accessibility,"
Gary,Merge pull request,pull request #5942,request #5942 from
Gary Ritchie,Merge branch 'master',branch 'master' into,'master' into bugfix/duplicate-element-ids-texteditor
jinghuijuan10,log,,
Jessica Triana,Automatically backed up,backed up by,up by Learn
kiwixz,add ide visual,ide visual studio,visual studio code
Wa-www,data1,,
Renovate Bot,Update dependency coveralls,dependency coveralls to,coveralls to ^3.0.9
Renovate Bot,Update dependency husky,dependency husky to,husky to ^3.1.0
Renovate Bot,Update dependency lint-staged,dependency lint-staged to,lint-staged to ^9.5.0
Renovate Bot,Update Update rollup,Update rollup packages,rollup packages
hou1234,log,,
RevonZev,👌 IMPROVE: Golden,IMPROVE: Golden sword,Golden sword pickup
houbinbin87591,log,,
Perdyx,`$commit_str`,,
hou1234,log,,
jinghuijuan4,log,,
hwx438865,log,,
Michaël Catanzariti,Update README.md,README.md,
yaoye-docker,Update README.md,README.md,
yaoye-docker,Merge pull request,pull request #1,request #1 from
hou1234,log,,
direwolf-github,add readme.txt,readme.txt,
Conversation Learner Build,"Update Samples 276

https://circleci.com/gh/microsoft/conversationlearner/276","Samples 276

https://circleci.com/gh/microsoft/conversationlearner/276","276

https://circleci.com/gh/microsoft/conversationlearner/276"
7ma7X,2019 -> 2020,-> 2020,2020
nicktackes,added private trial,private trial to,trial to sdk
hwxjinghuijuan,log,,
wessilfie,rebuild pages,pages,
hwxjinghuijuan,log,,
Zachary Rondos,Tutorial: How to,How to connect,to connect XCode
jinghuijuan10,log,,
hwx438865,log,,
zairazu,Poseidon: data-inventory.md last,data-inventory.md last updated,"last updated 2019-12-01,"
Andrew Koebbe,Rough EAV implementation,EAV implementation,implementation
Andrew Koebbe,"Added Attribute Types
Added","Attribute Types
Added more","Types
Added more fixtures
Added"
Andrew Koebbe,"Fixed serialized datetime
Added","serialized datetime
Added jsonValue","datetime
Added jsonValue to"
Andrew Koebbe,Base implementation of,implementation of EAV,of EAV read
Andrew Koebbe,Merge branch 'master',branch 'master' of,'master' of github.com:happybottoms/coverd
Andrew Koebbe,Rough EAV implementation,EAV implementation,implementation
Andrew Koebbe,"Added Attribute Types
Added","Attribute Types
Added more","Types
Added more fixtures
Added"
Andrew Koebbe,"Fixed serialized datetime
Added","serialized datetime
Added jsonValue","datetime
Added jsonValue to"
Andrew Koebbe,Base implementation of,implementation of EAV,of EAV read
Andrew Koebbe,Move EAV WIP,EAV WIP,WIP
Andrew Koebbe,Got EAV attribute,EAV attribute setting,attribute setting and
Andrew Koebbe,Fix some merge,some merge conflicts,merge conflicts
Andrew Koebbe,Named route for,route for attribute,for attribute admin
Andrew Koebbe,EAV Field sorting,Field sorting,sorting
Andrew Koebbe,Removed TODOs block,TODOs block since,block since they
Andrew Koebbe,Clean up,up,
Andrew Koebbe,Merge remote-tracking branch,remote-tracking branch 'origin/master',branch 'origin/master' into
Andrew Koebbe,Merge master in,master in and,in and fix
Andrew Koebbe,Fix missing key,missing key in,key in v-for
Andrew Koebbe,Default the attribute,the attribute creation,attribute creation to
Thomas Hur,Update main.css,main.css,
jinghuijuan8,log,,
angelruiz,completing the dots,the dots of,dots of the
Sean Morris,Recursive tests run.,tests run.,run.
Martin Davis,Update README,README,
woolimi,hey,,
hwx438865,log,,
patniko,5735 to 5736,to 5736,5736
Logan Ralston,Highlight link of,link of active,of active page
RohitGarudadri,Merge branch 'develop',branch 'develop' into,'develop' into feature/200-confirm-email-flashing
zairazu,Poseidon: data-inventory.md last,data-inventory.md last updated,"last updated 2019-12-01,"
zairazu,Pullback: Poseidon: data-inventory.md,Poseidon: data-inventory.md last,data-inventory.md last updated
aaiden Nicolas Witten,Automatically backed up,backed up by,up by Learn
Brian Andress,add boot sector,boot sector fix,sector fix instructions
Brian Andress,Merge branch 'master',branch 'master' of,'master' of https://github.com/brainthinks/windows_10_tools
AvinashTiwari85,no message,message,
Yomotsu,update readme,readme,
SchizoDuckie,Fix linux setup,linux setup and,setup and icon
Garfield69,switching back to,back to primary,to primary loggr
Garfield69,make #549 available,#549 available in,available in production
Garfield69,make #636 available,#636 available to,available to production
Js41637 ftw,Put TorrentDialog checkboxes,TorrentDialog checkboxes in,checkboxes in collapse
Garfield69,"torrentDialog improvements

remember last","improvements

remember last used",last used advanced-options
garfield69,"events, listeners and",listeners and publishers,and publishers as
Garfield69,bah,,
Garfield69,corrections,,
Garfield69,"update pictures

final for","pictures

final for 1.1.4",for 1.1.4 this
Garfield69,:-],,
Garfield69,refresh screenshots for,"screenshots for 1.1.4

and","for 1.1.4

and add"
Garfield69,word-wrap torrent_files in,torrent_files in TRC,in TRC
Garfield69, fix deluge,fix deluge client,deluge client isStarted
Garfield69,handle deluge clients,deluge clients torrent,clients torrent hash
Garfield69,drop maps from,maps from 0e6f63bddae71777030e3ccfde2a1669a6d7310f,from 0e6f63bddae71777030e3ccfde2a1669a6d7310f
Garfield69,"fix qBitTorrent isStarted

just","qBitTorrent isStarted

just like","isStarted

just like the"
Garfield69,"for #726

Cosmetic changes","#726

Cosmetic changes to",changes to make
Garfield69,changelog,,
Garfield69,re: #727 delete,#727 delete torrentHash,delete torrentHash from
Cory Henderson,axios request for,request for rooms,for rooms
Cory Henderson,Merge pull request,pull request #21,request #21 from
geos4s,Add sgroup07/metar_edds.csv,sgroup07/metar_edds.csv,
Robert Best,Update scrapage.html,scrapage.html,
GitClock,update time,time,
hashashin,version bump,bump,
Connor Wong,trying to add,to add Route,add Route to
brad vanderbush,started express session,express session authenticate,session authenticate adding
brad vanderbush,"Fixed login page,","login page, added","page, added sessions"
Brad,Merge branch 'master',branch 'master' into,'master' into master
Brad,Merge pull request,pull request #21,request #21 from
Hillgner Lima,Merged PR 58:,PR 58: Adicionado,58: Adicionado pasta
Hillgner Lima,Updated Inicio,Inicio,
Hillgner Lima,Updated Inicio,Inicio,
Hillgner Lima,Updated Inicio,Inicio,
Hillgner Lima,Added Propeus.Modulo.Util.Attributes.Helper,Propeus.Modulo.Util.Attributes.Helper,
Hillgner Lima,Added ObterAtributo,ObterAtributo,
Hillgner Lima,Added T ObterAtributo<T>(this,T ObterAtributo<T>(this object),ObterAtributo<T>(this object) where
Hillgner Lima,Added T ObterAtributo<T>(this,T ObterAtributo<T>(this Type),ObterAtributo<T>(this Type) where
Hillgner Lima,Added T ObterAtributo<T>(this,T ObterAtributo<T>(this IEnumerable<CustomAttributeData>),ObterAtributo<T>(this IEnumerable<CustomAttributeData>) where
Hillgner Lima,Updated Inicio,Inicio,
Hillgner Lima,Updated Inicio,Inicio,
Hillgner Lima,Updated Readme.md,Readme.md,
Hillgner Lima,Updated Readme.md,Readme.md,
Propeus,Delete Readme.md,Readme.md,
Propeus,Update azure-pipelines.yml,azure-pipelines.yml,
Hillgner Lima,Alterado pasta de,pasta de documentação,de documentação
Propeus,Merge pull request,pull request #1,request #1 from
Propeus,Merge pull request,pull request #2,request #2 from
=,2332,,
Jack Howard,Delete everything,everything,
Jack Howard,"Basic webpack, react,","webpack, react, babel","react, babel setup"
Jack Howard,Build for webpack,for webpack folder,webpack folder build
Jack Howard,Use yarn for,yarn for deployment,for deployment
Jack Howard,Merge pull request,pull request #4,request #4 from
Jack Howard,Merge branch 'master',branch 'master' into,'master' into dev-goals
Jack Howard,Update yarn lock,yarn lock based,lock based on
BartechSpaceship,Fixed GET call,GET call,call
Rahulnsharma45,Adding media queries,media queries,queries
hkw,update link to,"link to sdetautomation,","to sdetautomation, and"
FreedomFries37,Added more to,more to gitignore,to gitignore
liruqi,Partially convert from,convert from 20191220,from 20191220 stream13
Nizal,Update nizal_notes.org,nizal_notes.org,
trappertech,formatted all,all,
daniel-farkas-dev,Update input,input,
DuckieTV BuildBot,Auto-Build: nightly-202001010130,nightly-202001010130,
Ashley Hughes,make installing feh,installing feh optional,feh optional due
canihavesomecoffee,Check locally for,locally for the,for the file
Shokupanman,media qs,qs,
Codus1127,Merge pull request,pull request #47,request #47 from
Nate Roundy,Added Actions and,Actions and Payloads,and Payloads to
Cody Young,like button stuff,button stuff,stuff
Nate Roundy,redux is fun..,is fun..,fun..
Nate Roundy,Saftey push/Commit,push/Commit,
Nate Roundy,Made some big,some big changes...,big changes...
Nate Roundy,working on style,on style for,style for meetup
Shokupanman,Merge branch 'master',branch 'master' into,'master' into roundy
Shokupanman,Merge pull request,pull request #48,request #48 from
Shokupanman,Merge branch 'master',branch 'master' into,'master' into hari
Nate Roundy,added animation to,animation to the,to the meet
Shokupanman,headers,,
Shokupanman,Merge pull request,pull request #49,request #49 from
